"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","agecat","incomecat"
"47604",49421,0,0.159172887,62,0,0.645405964,5800,10,0,1,0,0,"middle","middle rich"
"92322",95816,0,0.101094945,32,0,160,5400,5,0,0,0,0,"young","middle"
"106488",110502,0,0.051670099,81,0,0.276686898,2800,12,0,1,0,0,"elder","poor"
"102098",105978,0,0.177793645,29,2,0.090646523,4500,3,0,0,0,3,"young","middle"
"96736",100396,0,0,72,0,215,5400,5,0,0,1,0,"middle","middle"
"43871",45534,0,0.764741419,39,0,5056,0,12,0,2,0,2,"young","poor"
"36501",37893,1,0.514107976,24,1,354,5400,11,0,0,0,0,"young","middle"
"59128",61377,0,0.174491189,60,0,0.758812059,6666,14,0,2,0,0,"middle","middle rich"
"69502",72119,0,0.107438476,73,0,0.486504499,3000,5,0,2,0,0,"middle","poor"
"21106",21918,0,0.014846837,85,1,0.03149685,10000,10,0,0,0,0,"elder","rich"
"2260",2352,0,0.996667111,36,0,0.096717468,3411,3,0,0,0,2,"young","poor"
"140512",145775,0,0.24731676,37,0,0.64745085,3000,18,0,2,0,1,"young","poor"
"53335",55355,0,0.021366194,59,0,0.00159814,13765,4,0,1,0,2,"middle","rich"
"50395",52333,0,0.9999999,40,0,0.221955609,5000,3,2,0,1,2,"young","middle"
"142939",148293,0,0.007880456,81,0,0.004612409,6720,11,0,0,0,0,"elder","middle rich"
"45174",46897,0,0.9999999,36,0,0.292010236,10550,8,0,2,0,0,"young","rich"
"33171",34439,0,1.000850883,54,1,2883,5400,12,0,1,0,0,"middle","middle"
"67199",69735,0,1.135728543,24,3,77,5400,3,0,0,0,0,"young","middle"
"4594",4778,0,0.62080115,38,0,0.314719062,2900,7,0,0,0,0,"young","poor"
"88892",92256,0,0.088297057,48,0,0.594488189,3809,6,0,2,0,0,"middle","poor"
"118347",122785,0,0.579905425,52,0,0.292129162,5945,6,0,0,0,0,"middle","middle rich"
"33919",35221,0,0.35375074,35,1,0.530117471,4000,15,0,2,0,1,"young","middle"
"46334",48098,0,0.797799405,43,0,0.36368549,3700,7,0,0,0,0,"young","poor"
"34770",36102,0,0.121762915,51,0,0.340933216,21666,14,0,3,0,2,"middle","rich"
"112787",117015,0,0.363512853,51,0,0.340212793,7800,5,0,2,0,2,"middle","rich"
"8967",9319,0,0.038878266,53,0,1.317447092,6000,13,0,7,0,0,"middle","middle rich"
"133642",138645,0,0.328878595,66,1,0.991001125,888,15,0,1,0,0,"middle","poor"
"66934",69456,0,0,81,0,0.339766379,1968,7,0,1,0,0,"elder","poor"
"103031",106939,0,0.016983517,47,0,0.111392574,15000,11,0,1,0,1,"middle","rich"
"86024",89277,0,0.295667022,60,0,0.347983767,11580,8,0,2,0,0,"middle","rich"
"138630",143814,0,0.005710379,67,1,0.772260683,4188,16,0,4,0,0,"middle","middle"
"95177",98779,0,0.56934082,43,0,0.417320412,6500,5,0,2,0,0,"young","middle rich"
"115496",119833,0,0.9999999,44,1,0,1300,0,0,0,0,1,"young","poor"
"110858",115023,0,0.9999999,51,0,0.593834618,4800,8,0,2,0,2,"middle","middle"
"93181",96706,0,0.1380114,76,0,0.043329207,10500,12,0,0,0,0,"elder","rich"
"81552",84631,0,0.09745779,56,1,0.069555753,10106,5,0,1,0,3,"middle","rich"
"120499",125015,0,0.598016502,56,0,0.298650784,16453,21,0,1,0,3,"middle","rich"
"59214",61465,0,0.011610466,38,1,0.129428778,4148,5,0,0,0,0,"young","middle"
"1426",1482,0,0.555938038,53,0,0.451816271,3330,10,0,0,0,0,"middle","poor"
"134327",139348,0,0.183526589,24,0,0.002888247,4500,1,0,0,0,0,"young","middle"
"14292",14852,0,0.401893568,59,0,245,5400,6,0,0,0,0,"middle","middle"
"83948",87134,0,0.062897088,71,0,0.071720753,11000,10,0,1,0,1,"middle","rich"
"30285",31434,0,0.312103688,47,0,0.422486833,13100,9,0,2,0,0,"middle","rich"
"6673",6924,0,0.008829855,81,0,0.00070049,9992,2,0,0,0,0,"elder","rich"
"77331",80257,1,0.347467152,41,1,0.125786164,2861,9,0,0,0,3,"young","poor"
"78608",81577,0,8e-05,66,0,0.002635914,3034,5,0,0,0,1,"middle","poor"
"14592",15159,0,0.110647363,32,0,0.605746445,3375,9,0,1,0,0,"young","poor"
"59338",61596,0,0.05006964,47,0,0.269915918,7016,10,0,1,0,2,"middle","middle rich"
"70732",73407,0,0.162766477,47,0,2872,5400,10,0,2,0,0,"middle","middle"
"18385",19089,0,0.050716341,44,0,0.241663969,6177,14,0,1,0,0,"young","middle rich"
"65868",68357,0,0.18823308,54,0,0.02181719,22000,5,0,0,0,3,"middle","rich"
"65647",68126,0,0.133194169,47,1,0.388766358,6800,8,0,1,0,2,"middle","middle rich"
"99565",103325,0,0.412391739,36,0,0.24695061,5000,5,0,1,0,2,"young","middle"
"32144",33374,0,0.9999999,55,0,0.303953238,6500,3,0,2,0,0,"middle","middle rich"
"76701",79605,0,0.050114053,46,0,0.403433476,698,10,0,0,0,2,"middle","poor"
"12963",13471,0,0.046807309,60,0,0.218130312,6000,16,0,2,0,0,"middle","middle rich"
"135318",140377,0,0.008435283,62,0,982,0,2,0,1,0,0,"middle","poor"
"24397",25336,0,0.083609362,38,0,0.927691822,3166,9,0,2,0,1,"young","poor"
"141553",146858,1,0.942186023,45,0,1452,5400,7,0,0,1,0,"middle","middle"
"20108",20877,0,0.659486599,53,0,0.673248648,7950,23,0,2,0,0,"middle","rich"
"56835",58982,0,0.669486052,47,0,1.664493997,2914,14,0,5,0,2,"middle","poor"
"118598",123050,0,0.081970258,52,0,0.298942964,9081,8,0,2,0,3,"middle","rich"
"2402",2498,0,0.416194602,22,0,0.014993753,2400,2,0,0,0,0,"young","poor"
"82502",85627,0,0.000365074,57,0,1034,5400,11,0,1,0,0,"middle","middle"
"140405",145667,1,0.849620051,65,1,0.811621368,3200,8,0,2,1,0,"middle","poor"
"139964",145212,0,0.9999999,29,2,0.356211004,3525,2,1,1,1,3,"young","poor"
"16995",17647,0,0.031473066,42,0,0.370435727,7366,14,0,2,0,2,"young","middle rich"
"108358",112439,0,0.411552093,82,0,0.119478009,10344,8,0,0,0,0,"elder","rich"
"99810",103579,0,0.029999291,81,0,37,5400,3,0,0,0,0,"elder","middle"
"32930",34187,0,0.312610708,54,0,0.239914489,14500,10,0,2,0,0,"middle","rich"
"134371",139392,0,0.290407898,53,0,650,5400,11,0,0,0,0,"middle","middle"
"85280",88508,0,0.011798121,53,0,0.102149642,6000,12,0,1,0,0,"middle","middle rich"
"49851",51764,0,0.020885018,64,0,0.106275593,10500,15,0,1,0,0,"middle","rich"
"76522",79416,0,0.029253755,70,0,698,5400,10,0,1,0,0,"middle","middle"
"129177",134016,0,0,36,0,0.385833004,7580,6,0,1,0,3,"young","rich"
"100521",104320,0,0.120522087,60,0,0.266088465,5764,5,0,1,0,0,"middle","middle rich"
"53901",55937,1,0.9999999,36,1,0.124399154,5200,2,2,0,1,0,"young","middle"
"64511",66953,1,0.9999999,31,0,18,5400,0,0,0,0,0,"young","middle"
"40903",42459,0,0.103421233,64,0,0.021218344,1460,2,0,0,0,0,"middle","poor"
"84851",88067,0,0.066410371,51,0,0.567677682,6626,13,0,3,0,4,"middle","middle rich"
"77274",80195,0,0.63617038,57,1,4130,5400,12,0,1,0,0,"middle","middle"
"107098",111131,0,0.055397689,73,0,805,5400,8,0,1,0,0,"middle","middle"
"25761",26743,0,0.049334218,64,0,192,5400,4,0,1,0,0,"middle","middle"
"128945",133773,0,0.093124052,65,0,804,5400,8,0,1,0,0,"middle","middle"
"56739",58883,0,0.531687486,67,0,2217,5400,9,0,1,0,0,"middle","middle"
"73357",76132,0,0.642298898,39,1,3690,5400,13,0,4,0,3,"young","middle"
"14084",14630,0,0.9999999,66,0,0.584548892,1850,7,0,0,0,0,"middle","poor"
"129376",134222,1,0.92704265,48,4,0.412820162,7300,7,0,2,2,1,"middle","middle rich"
"35434",36783,0,0.094223187,61,0,0.192872117,3815,10,0,1,0,0,"middle","middle"
"126111",130830,0,0.010245876,63,0,0.264631568,19392,11,0,2,0,0,"middle","rich"
"127858",132645,0,0.02644782,76,0,0.172807769,3500,11,0,0,0,0,"elder","poor"
"36373",37759,0,0.338961789,52,0,0.442724458,2260,7,0,0,0,0,"middle","poor"
"19033",19756,0,0.938558969,42,0,0.363985902,3120,6,0,0,0,4,"young","poor"
"15350",15932,0,0.739739575,32,1,0.141968451,4500,7,0,0,0,0,"young","middle"
"5440",5653,1,0.546382979,30,0,0.829894434,4167,6,0,2,0,2,"young","middle"
"31837",33058,0,0.00924263,70,0,1325,5400,13,0,2,0,0,"middle","middle"
"32374",33615,0,0.215692492,65,1,0.088186277,21000,11,0,0,0,1,"middle","rich"
"47623",49442,0,0.170965807,27,0,25,0,1,0,0,0,2,"young","poor"
"58576",60793,0,0.9999999,23,0,0.061746545,3400,1,0,0,0,0,"young","poor"
"87644",90951,0,0,55,1,0.26384208,6230,12,0,1,0,1,"middle","middle rich"
"108992",113089,0,0.900729464,56,0,0.757114576,8081,16,0,2,0,0,"middle","rich"
"36311",37691,0,0.00516502,73,0,0.07084124,1580,15,0,0,0,0,"middle","poor"
"30218",31364,0,0.668129861,74,0,0.773363775,6569,19,0,2,0,4,"middle","middle rich"
"21988",22833,0,0.277315328,70,0,0.305322886,3700,14,0,0,0,0,"middle","poor"
"6910",7175,0,0.012268405,59,0,0.793263158,4749,29,0,2,0,0,"middle","middle"
"130781",135678,1,0.100908656,41,0,0.448555144,10000,10,0,3,1,0,"young","rich"
"94344",97908,0,0.9999999,56,0,0.330378973,3271,5,0,0,0,0,"middle","poor"
"104944",108915,0,0.794564946,26,0,0.592003106,2575,10,0,0,2,1,"young","poor"
"39194",40690,0,0.943842693,28,0,0.158509631,3166,3,0,0,0,1,"young","poor"
"71946",74674,0,0,54,0,0.685922273,8516,17,0,4,0,1,"middle","rich"
"42054",43650,0,0.008266483,48,0,0.972410203,1920,11,0,1,0,0,"middle","poor"
"68777",71361,0,0.053244152,32,0,0.025299948,3833,3,0,0,0,0,"young","middle"
"115532",119870,0,0.234689523,43,0,0.636525217,4500,12,0,2,0,0,"young","middle"
"91164",94617,0,0.004255756,63,0,0.454424263,6000,21,0,1,0,0,"middle","middle rich"
"57249",59409,0,0.271741258,55,2,0.952015995,3000,19,0,3,0,1,"middle","poor"
"23553",24462,0,0.9999999,49,0,0.266487214,742,6,0,0,0,0,"middle","poor"
"63774",66191,0,0.043315082,72,0,0.370122306,3433,10,0,1,0,0,"middle","poor"
"136052",141140,0,0.018381288,51,0,0.006152663,5200,5,0,0,0,0,"middle","middle"
"34415",35737,0,0,23,0,194,5400,5,0,0,0,0,"young","middle"
"95925",99555,0,1.016841219,35,0,0.437340153,8601,8,0,2,0,0,"young","rich"
"42947",44578,0,0.002158662,63,0,0.297036773,2800,5,0,0,0,0,"middle","poor"
"8797",9139,0,0.279829799,66,0,0.252427184,4222,17,0,1,0,1,"middle","middle"
"139555",144784,0,0.011270678,39,0,0.276766878,7583,7,0,2,0,4,"young","rich"
"126343",131068,1,1.263868066,51,2,0.081679742,6500,7,0,0,1,0,"middle","middle rich"
"18073",18767,0,0,46,0,6220,5400,7,0,2,0,0,"middle","middle"
"107834",111887,0,0.557515279,70,0,0.320534796,2916,7,0,1,0,0,"middle","poor"
"54128",56172,0,0.471781154,64,1,0.472138896,11000,22,0,1,0,0,"middle","rich"
"82235",85347,0,0.489319741,35,0,0.449193851,8000,11,0,2,0,3,"young","rich"
"72685",75445,0,0.9999999,44,0,0.075420673,3327,1,1,0,0,3,"young","poor"
"30863",32044,0,0.427973491,31,0,196,5400,5,0,0,0,0,"young","middle"
"41818",43409,0,0.567020535,60,0,0.546568627,9791,15,0,1,0,1,"middle","rich"
"62174",64530,0,0.049712243,61,0,0.189216214,13000,8,0,2,0,0,"middle","rich"
"52155",54145,0,0.038872021,40,0,0.211846821,5300,7,0,1,0,0,"young","middle"
"74273",77085,0,0.321976963,55,0,0.432445759,6083,15,0,1,0,0,"middle","middle rich"
"32685",33934,0,0.004825003,74,0,0.485111451,5876,11,0,1,0,0,"middle","middle rich"
"96428",100076,0,0.9999999,66,0,0,2410,1,0,0,0,0,"middle","poor"
"118901",123360,0,0.32651158,70,0,0.168305598,5287,3,0,1,0,0,"middle","middle"
"1646",1707,0,0.001925099,70,0,0.024569089,10500,15,0,0,0,0,"middle","rich"
"75397",78255,0,0.530319965,64,0,0.432994798,4036,11,0,1,0,1,"middle","middle"
"111840",116033,0,0.164553784,27,0,0.408998334,5400,5,0,2,0,0,"young","middle"
"117942",122369,0,0.093361904,39,0,0.023995201,5000,10,0,0,0,0,"young","middle"
"142088",147414,0,0.009666419,59,0,0.305269473,10000,13,0,1,0,0,"middle","rich"
"58688",60911,0,0.033268697,45,0,0.149259061,5600,10,0,0,0,0,"middle","middle rich"
"85981",89232,0,0,65,0,1293,5400,4,0,1,0,0,"middle","middle"
"20136",20906,0,0.382103867,83,0,0.030378059,10500,11,0,0,0,0,"elder","rich"
"106858",110886,0,0.025161759,39,0,0.608362197,8083,17,0,5,0,2,"young","rich"
"50597",52541,0,0.38308723,63,0,0.434203189,17933,9,0,2,0,0,"middle","rich"
"136228",141321,0,0.933033483,27,1,0.11772057,4000,4,0,0,0,1,"young","middle"
"117170",121570,0,0,25,0,0.578420467,898,3,0,0,0,0,"young","poor"
"48843",50711,0,0.59233062,35,0,0.569714743,3750,7,0,0,0,3,"young","poor"
"6200",6435,0,0.117233294,59,0,0.00509949,10000,3,0,0,0,0,"middle","rich"
"128222",133020,0,0.151895183,52,0,0.397963821,11000,11,0,4,0,3,"middle","rich"
"40789",42340,0,0.336975111,56,0,0.385871376,3000,9,0,1,0,0,"middle","poor"
"108438",112520,0,0.152227472,66,0,2868,5400,5,0,0,0,0,"middle","middle"
"86032",89286,0,0.100947574,63,0,0.012597481,5000,3,0,0,0,0,"middle","middle"
"9516",9894,0,0.019958369,67,0,666,5400,8,0,0,0,0,"middle","middle"
"34841",36174,0,0.011899109,41,0,0.250774923,10000,6,0,1,0,2,"young","rich"
"122720",127325,0,0.036569165,48,0,0.236293951,6000,6,0,2,0,3,"middle","middle rich"
"93831",97377,0,0.005365135,64,0,1607,5400,15,0,2,0,2,"middle","middle"
"34071",35379,0,0.02945884,59,1,0.018023092,3550,13,0,0,0,0,"middle","poor"
"6496",6739,0,0.012326824,62,0,0.001075153,9300,9,0,0,0,1,"middle","rich"
"73096",75865,0,0.024573945,35,0,0.24475105,5000,11,0,0,0,1,"young","middle"
"86486",89757,0,0.091138354,65,0,2403,5400,8,0,2,0,0,"middle","middle"
"22961",23843,0,0.028516027,70,0,0.213139343,6666,20,0,0,0,1,"middle","middle rich"
"56368",58504,0,0.684319482,47,0,0.486089054,17000,18,0,3,0,1,"middle","rich"
"133157",138139,0,0.131139179,53,0,1660,5400,14,0,2,0,0,"middle","middle"
"143453",148830,1,0.800047039,54,1,1.666307084,2780,19,1,2,1,0,"middle","poor"
"7894",8199,0,0.002668273,47,1,0.519478938,8213,5,0,1,0,3,"middle","rich"
"12597",13095,0,0,27,0,0.148227139,3750,9,0,0,0,0,"young","poor"
"111356",115537,1,0.528473804,33,0,0.265052427,9250,6,0,1,0,0,"young","rich"
"33493",34779,0,0.035983238,65,0,0.1306883,7888,22,0,2,0,0,"middle","rich"
"66126",68623,0,0.017423978,40,0,0.376569729,6051,11,0,2,0,1,"young","middle rich"
"130218",135087,0,0,28,0,0.233845055,2800,5,0,0,0,0,"young","poor"
"80620",83663,0,1.442131557,55,0,0.347944329,6250,10,0,1,0,0,"middle","middle rich"
"90124",93548,0,0.002038383,40,0,1477,0,7,0,2,0,2,"young","poor"
"53108",55121,0,0.027542039,60,0,0.055041044,9501,10,0,0,0,2,"middle","rich"
"130545",135428,0,0.867618152,60,1,0.080409966,12000,6,0,0,2,0,"middle","rich"
"4380",4553,0,0.433934821,31,1,0.490823137,7191,11,0,2,0,1,"young","middle rich"
"81238",84305,0,0.049403072,78,0,0.182545283,4250,5,0,1,0,0,"elder","middle"
"25605",26582,0,0.197995112,51,0,0.782789507,3125,10,0,1,0,1,"middle","poor"
"1608",1669,0,0.456585044,32,0,0.630046584,2575,9,0,2,0,0,"young","poor"
"107580",111624,0,0.857827476,67,0,0.639886578,4231,14,0,0,0,0,"middle","middle"
"141079",146365,0,0,86,0,0.052792321,4583,12,0,1,0,0,"elder","middle"
"119987",124486,0,0.401690859,43,0,0.518913514,6000,9,0,1,0,2,"young","middle rich"
"71395",74098,0,0.492379787,42,0,0.297736181,12500,10,0,1,0,4,"young","rich"
"40601",42144,0,0.090979967,39,0,0.506749518,14000,8,0,5,0,1,"young","rich"
"83429",86592,0,0.9999999,65,0,0.165706974,3125,5,0,1,0,0,"middle","poor"
"43334",44977,0,0.509228135,40,0,0.255613034,18750,8,0,2,0,3,"young","rich"
"108146",112216,0,0.313481409,53,0,0.476540188,2450,13,0,1,0,1,"middle","poor"
"121147",125688,0,0.001290782,57,0,0.162730039,6900,14,0,1,0,0,"middle","middle rich"
"129668",134524,0,0.801178002,49,0,0.581890153,2020,10,0,0,0,0,"middle","poor"
"4737",4926,0,0.296525124,64,0,0.585913127,8333,6,0,2,0,1,"middle","rich"
"25461",26437,0,0.005724877,76,0,979,5400,10,0,1,0,0,"elder","middle"
"64314",66746,0,0.010280242,38,0,0.351367968,3252,6,0,2,0,1,"young","poor"
"132357",137308,0,0.9999999,51,0,0.059607743,7800,3,1,0,0,2,"middle","rich"
"51486",53460,0,0.166119126,57,4,0.10818487,3872,4,1,0,0,1,"middle","middle"
"73727",76516,0,0.826940933,40,0,0.99700075,4000,5,0,2,0,0,"young","middle"
"752",781,0,0.917428326,66,1,2410,5400,7,1,2,0,0,"middle","middle"
"63618",66029,1,0.9999999,28,1,0.144570502,3084,2,0,0,2,0,"young","poor"
"44623",46320,0,0.011090506,47,0,0.335276968,3429,6,0,1,0,3,"middle","poor"
"67966",70525,0,0.433418042,47,0,0.326831667,6100,9,0,0,0,2,"middle","middle rich"
"125951",130666,0,0.551367982,56,0,0.566614244,4450,8,0,1,0,1,"middle","middle"
"114103",118387,0,1.014996251,49,1,0.273646209,2769,5,0,0,0,0,"middle","poor"
"12215",12701,0,0.604728403,63,0,3982,5400,10,0,1,0,0,"middle","middle"
"139834",145076,0,0.675951632,72,0,0.814461753,4300,16,0,2,0,0,"middle","middle"
"89889",93306,0,0,24,0,0,0,1,0,0,0,0,"young","poor"
"64560",67003,0,0.536560353,32,0,0.187316716,2727,4,0,0,0,1,"young","poor"
"42445",44060,0,0.039157309,58,0,1048,5400,4,0,1,0,0,"middle","middle"
"19781",20534,0,0.050345844,48,0,0.742644959,3500,15,0,1,0,0,"middle","poor"
"58414",60621,0,0.815909193,70,0,0.240606252,3166,6,0,0,0,0,"middle","poor"
"135332",140391,1,0.084312931,46,0,504,5400,4,0,1,0,0,"middle","middle"
"21028",21835,0,0.859140859,28,0,1068,0,4,0,0,0,0,"young","poor"
"53822",55857,0,0.928974724,30,1,0.184824404,3900,4,0,0,0,0,"young","middle"
"71625",74336,0,0.025787029,43,0,668,0,8,0,0,0,3,"young","poor"
"32819",34074,0,0.227638914,61,0,1907,5400,14,0,2,0,1,"middle","middle"
"130531",135414,0,0.041281595,38,0,0.085382923,5000,7,0,0,0,0,"young","middle"
"18814",19529,0,0.160737327,59,0,3093,5400,7,0,2,0,0,"middle","middle"
"98229",101943,0,0.25954809,34,1,0.133622126,3000,4,0,0,0,0,"young","poor"
"39214",40710,0,0.593084763,54,0,0.327258922,3950,5,0,0,0,0,"middle","middle"
"90382",93812,0,0.42119757,91,0,0.149278015,4916,3,0,0,0,0,"elder","middle"
"2199",2289,0,0.032885794,71,0,2336,5400,4,0,1,0,0,"middle","middle"
"8132",8446,0,0.350048993,52,0,0.346995347,10100,14,0,2,0,4,"middle","rich"
"57077",59231,0,0.041821069,52,0,0.341548477,4300,4,0,1,0,3,"middle","middle"
"86662",89935,0,0.9999999,54,0,3377,5400,9,0,1,0,0,"middle","middle"
"95813",99436,0,0.056656686,76,0,0.219205631,5966,9,0,2,0,0,"elder","middle rich"
"70299",72952,0,0.001872693,60,1,2031,5400,8,0,1,0,0,"middle","middle"
"117093",121493,0,0.9999999,47,0,0.220885467,2077,6,0,0,0,0,"middle","poor"
"81903",85002,0,0.992714973,35,0,0.221993531,3400,5,0,0,1,2,"young","poor"
"130154",135021,0,0.102844639,43,0,3258,5400,5,0,1,0,0,"young","middle"
"134367",139388,1,0.300998573,41,0,775,5400,5,1,0,0,0,"young","middle"
"4232",4397,0,0,45,0,3509,5400,6,0,2,0,0,"middle","middle"
"77492",80422,0,0.613251627,65,0,3038,5400,12,0,2,0,0,"middle","middle"
"5256",5464,0,0,53,0,0.269859256,16767,15,0,2,0,0,"middle","rich"
"19041",19765,0,0.231353729,38,0,0.224328594,1265,5,0,0,0,1,"young","poor"
"95125",98726,1,0.9999999,41,0,0.071061875,3700,1,0,0,0,2,"young","poor"
"54765",56833,0,0.187713776,67,0,0.344578552,50539,13,0,4,0,2,"middle","rich"
"78914",81895,0,0.09179286,65,0,2093,5400,18,0,2,0,0,"middle","middle"
"96506",100157,0,0.9999999,48,0,0.338943509,6000,7,0,1,0,3,"middle","middle rich"
"68406",70982,0,0.03880141,53,2,2245,5400,13,0,2,0,0,"middle","middle"
"25418",26394,1,0.9999999,34,1,0.136099419,4988,2,1,1,0,2,"young","middle"
"137946",143104,0,0.174754585,53,0,0.318124583,13500,17,0,2,0,0,"middle","rich"
"103717",107647,0,0.380767944,50,0,0.250975857,6916,10,0,1,0,0,"middle","middle rich"
"6894",7159,0,0.022137168,45,0,2144,5400,5,0,1,0,0,"middle","middle"
"7849",8153,0,0,67,0,1403,5400,9,0,1,0,0,"middle","middle"
"98902",102643,0,1.774394464,47,2,0.43300536,12500,14,0,2,0,2,"middle","rich"
"123470",128103,0,0.020931938,84,0,0.007712082,1166,2,0,0,0,1,"elder","poor"
"6857",7121,0,0.004885575,58,0,5,5400,3,0,0,0,0,"middle","middle"
"115567",119906,0,0.199190555,41,0,1677,5400,15,0,0,0,0,"young","middle"
"128268",133070,0,0,37,0,0.447405051,5028,7,0,2,0,2,"young","middle"
"110417",114564,0,0.800548106,57,0,0.63269962,3944,12,0,0,0,0,"middle","middle"
"34984",36322,0,0.179581283,34,0,0.060336763,2137,5,0,0,0,0,"young","poor"
"31283",32481,0,0.014389497,65,0,0.316670832,4000,23,0,1,0,2,"middle","middle"
"89839",93255,0,0,46,0,0.348774194,7749,11,0,2,0,2,"middle","rich"
"76334",79223,0,0.102985812,45,0,2431,0,6,0,0,0,0,"middle","poor"
"71049",73734,0,0.094254099,39,2,2.142271213,3900,8,0,1,1,3,"young","middle"
"22507",23370,0,0.076350119,35,0,0.114171439,11000,9,0,1,0,1,"young","rich"
"59111",61360,0,0.018567857,74,0,0.018760118,10500,27,0,0,0,0,"middle","rich"
"40286",41817,0,0.9999999,32,0,0,8833,0,0,0,0,0,"young","rich"
"143758",149155,0,0.000204076,37,0,0.73858861,6900,7,0,1,0,0,"young","middle rich"
"139286",144501,0,0.055462969,50,0,0.057698338,3188,2,0,0,0,1,"middle","poor"
"60133",62420,0,0.335119614,57,1,0.492325702,7687,12,0,3,0,0,"middle","rich"
"122638",127237,0,0.046674478,39,0,52,5400,6,0,0,0,1,"young","middle"
"29690",30818,0,0.228418727,67,0,0.20419895,4000,7,0,0,0,1,"middle","middle"
"130702",135594,0,0.130987057,42,0,0.214309521,9000,11,0,1,0,2,"young","rich"
"57297",59459,0,0,45,1,0.039706696,7227,6,0,0,0,0,"middle","middle rich"
"22132",22979,0,0.210971985,63,1,0.363965114,4700,12,0,3,0,0,"middle","middle"
"42357",43969,0,0.212861936,57,1,0.245400736,6250,11,0,1,0,0,"middle","middle rich"
"7743",8043,1,0.436495359,46,1,543,5400,6,0,0,0,0,"middle","middle"
"11186",11626,0,0.041856289,46,0,0.22711582,8400,5,0,1,0,0,"middle","rich"
"89565",92963,0,0.590881824,29,0,0.21943128,2109,3,0,0,0,1,"young","poor"
"141071",146357,0,0,45,0,2806,5400,9,0,2,0,0,"middle","middle"
"38481",39942,0,0.9999999,57,0,1.49015544,964,5,0,1,0,0,"middle","poor"
"124744",129418,0,0,46,0,0.347920974,8705,3,0,2,0,3,"middle","rich"
"50907",52864,0,0.212811418,41,2,0.286181521,3668,5,0,1,0,0,"young","poor"
"11244",11688,0,0.262763921,67,0,0.314768683,11239,12,0,2,0,0,"middle","rich"
"102586",106480,0,0.00813342,66,0,0.227846519,8000,17,0,1,0,0,"middle","rich"
"87294",90590,0,0.474022496,30,0,0.018958483,4166,2,0,0,0,2,"young","middle"
"24165",25095,0,0.509365353,59,0,2.658227848,1500,14,0,2,0,0,"middle","poor"
"86854",90133,0,0.189287462,67,0,0.043091959,2250,5,0,0,0,0,"middle","poor"
"64261",66693,0,0.015260302,56,0,0.460311181,7583,5,0,2,0,3,"middle","rich"
"97470",101156,0,0.048983122,34,0,0.089701471,7000,7,0,0,0,2,"young","middle rich"
"39788",41300,0,1.008680362,75,2,0.501831502,10100,12,0,2,0,1,"middle","rich"
"33939",35241,0,0.658805687,52,0,10613,5400,16,0,1,0,0,"middle","middle"
"20809",21606,0,1.092294784,50,0,0.303652359,3750,7,0,0,0,0,"middle","poor"
"144144",149556,0,0.202889856,46,1,0.433532659,4347,5,1,2,0,0,"middle","middle"
"96376",100022,0,0.059976854,59,0,1226,5400,8,0,1,0,0,"middle","middle"
"84779",87993,0,0.212215077,64,0,0.369761334,8756,4,0,1,0,0,"middle","rich"
"17805",18487,0,0.000174964,49,0,1047,5400,10,0,1,0,0,"middle","middle"
"11432",11880,0,0.219794505,67,0,0.22125182,5495,6,0,2,0,0,"middle","middle rich"
"21477",22297,0,0.215907686,47,0,7638,5400,9,0,2,0,2,"middle","middle"
